Ngày,Tham chiếu,Tổng khối lượng GD,Tổng giá trị GD,Vốn hóa Thị trường,Mở cửa,Đóng cửa,Cao nhất,Thấp nhất,Thay đổi,% Thay đổi,Khối lượng GD Khớp lệnh,Giá trị GD Khớp lệnh,Khối lượng GD Thỏa thuận,Giá trị GD Thoả thuận
07/09/2020,"5,000",480,2000000.0,376,"4,700","5,340","5,340","4,700",340,6.8,480,2000000.0,-,
04/09/2020,"4,910","1,400",7000000.0,352,"5,250","5,000","5,250","4,910",90,1.83,"1,400",7000000.0,-,
03/09/2020,"4,590","9,710",48000000.0,346,"4,910","4,910","4,910","4,910",320,6.97,"9,710",48000000.0,-,
01/09/2020,"4,290","1,550",7000000.0,323,"4,020","4,590","4,590","4,020",300,6.99,"1,550",7000000.0,-,
31/08/2020,"4,600",630,3000000.0,302,"4,600","4,290","4,600","4,290",-310,-6.74,630,3000000.0,-,
28/08/2020,"4,300","1,350",6000000.0,324,"4,400","4,600","4,600","4,400",300,6.98,"1,350",6000000.0,-,
27/08/2020,"4,300",790,3000000.0,303,"4,300","4,300","4,300","4,300",,,790,3000000.0,-,
26/08/2020,"4,350","3,320",14000000.0,303,"4,300","4,300","4,300","4,300",-50,-1.15,"3,320",14000000.0,-,
25/08/2020,"4,580","1,930",8000000.0,306,"4,300","4,350","4,850","4,300",-230,-5.02,"1,930",8000000.0,-,
24/08/2020,"4,330",140,1000000.0,322,"4,600","4,580","4,600","4,060",250,5.77,140,1000000.0,-,
21/08/2020,"4,110","13,180",52000000.0,305,"4,370","4,330","4,370","3,830",220,5.35,"13,180",52000000.0,-,
20/08/2020,"4,400",790,3000000.0,289,"4,570","4,110","4,570","4,110",-290,-6.59,790,3000000.0,-,
19/08/2020,"4,140",210,1000000.0,310,"4,400","4,400","4,400","4,400",260,6.28,210,1000000.0,-,
18/08/2020,"4,450","9,010",39000000.0,291,"4,740","4,140","4,740","4,140",-310,-6.97,"9,010",39000000.0,-,
17/08/2020,"4,200","1,590",7000000.0,313,"4,200","4,450","4,480","3,960",250,5.95,"1,590",7000000.0,-,
14/08/2020,"4,450",700,3000000.0,296,"4,390","4,200","4,390","4,200",-250,-5.62,700,3000000.0,-,
13/08/2020,"4,450","1,850",8000000.0,313,"4,390","4,450","4,450","4,390",,,"1,850",8000000.0,-,
12/08/2020,"4,710","1,210",5000000.0,313,"4,410","4,450","4,910","4,400",-260,-5.52,"1,210",5000000.0,-,
11/08/2020,"5,050","3,520",17000000.0,331,"5,050","4,710","5,140","4,700",-340,-6.73,"3,520",17000000.0,-,
10/08/2020,"5,430",540,3000000.0,355,"5,050","5,050","5,050","5,050",-380,-7.0,540,3000000.0,-,
07/08/2020,"5,480",630,3000000.0,382,"5,100","5,430","5,430","5,100",-50,-0.91,630,3000000.0,-,
06/08/2020,"5,480","1,120",6000000.0,386,"5,100","5,480","5,480","5,100",,,"1,120",6000000.0,-,
05/08/2020,"5,240","2,850",15000000.0,386,"5,330","5,480","5,480","5,280",240,4.58,"2,850",15000000.0,-,
04/08/2020,"4,990","3,390",16000000.0,369,"5,300","5,240","5,300","4,650",250,5.01,"3,390",16000000.0,-,
03/08/2020,"5,340","1,050",5000000.0,351,"5,660","4,990","5,660","4,990",-350,-6.55,"1,050",5000000.0,-,
31/07/2020,"5,340",900,5000000.0,376,"5,300","5,340","5,340","4,980",,,900,5000000.0,-,
30/07/2020,"5,050","3,340",16000000.0,376,"4,800","5,340","5,340","4,700",290,5.74,"3,340",16000000.0,-,
29/07/2020,"5,400","1,210",6000000.0,355,"5,030","5,050","5,050","5,030",-350,-6.48,"1,210",6000000.0,-,
28/07/2020,"5,400",-,,380,"5,400","5,400","5,400","5,400",,,,,-,
27/07/2020,"5,070","2,100",10000000.0,380,"4,720","5,400","5,400","4,720",330,6.51,"2,100",10000000.0,-,
24/07/2020,"5,450","3,370",18000000.0,357,"5,830","5,070","5,830","5,070",-380,-6.97,"3,370",18000000.0,-,
23/07/2020,"5,170","6,530",35000000.0,384,"5,530","5,450","5,530","4,810",280,5.42,"6,530",35000000.0,-,
22/07/2020,"4,840","2,330",12000000.0,364,"5,170","5,170","5,170","5,170",330,6.82,"2,330",12000000.0,-,
21/07/2020,"4,530","2,080",10000000.0,341,"4,840","4,840","4,840","4,840",310,6.84,"2,080",10000000.0,-,
20/07/2020,"4,240","2,520",11000000.0,319,"4,530","4,530","4,530","4,500",290,6.84,"2,520",11000000.0,-,
17/07/2020,"3,970","1,180",5000000.0,298,"4,010","4,240","4,240","4,010",270,6.8,"1,180",5000000.0,-,
16/07/2020,"3,970",-,,279,"3,970","3,970","3,970","3,970",,,,,-,
15/07/2020,"3,930",10,,279,"3,970","3,970","3,970","3,970",40,1.02,10,,-,
14/07/2020,"4,200",100,,277,"3,930","3,930","3,930","3,930",-270,-6.43,100,,-,
13/07/2020,"4,200",-,,296,"4,200","4,200","4,200","4,200",,,,,-,
10/07/2020,"4,500","1,690",7000000.0,296,"4,220","4,200","4,220","4,200",-300,-6.67,"1,690",7000000.0,-,
09/07/2020,"4,480",620,3000000.0,317,"4,500","4,500","4,500","4,500",20,0.45,620,3000000.0,-,
08/07/2020,"4,200","1,550",7000000.0,315,"4,400","4,480","4,480","4,400",280,6.67,"1,550",7000000.0,-,
07/07/2020,"4,500","1,000",4000000.0,296,"4,210","4,200","4,210","4,200",-300,-6.67,"1,000",4000000.0,-,
06/07/2020,"4,530",50,,317,"4,500","4,500","4,500","4,500",-30,-0.66,50,,-,
03/07/2020,"4,840",340,2000000.0,319,"4,520","4,530","4,530","4,510",-310,-6.4,340,2000000.0,-,
02/07/2020,"4,840",210,1000000.0,341,"4,540","4,840","4,840","4,520",,,210,1000000.0,-,
01/07/2020,"5,200",840,4000000.0,341,"4,900","4,840","4,900","4,840",-360,-6.92,840,4000000.0,-,
30/06/2020,"5,200",-,,366,"5,200","5,200","5,200","5,200",,,,,-,
29/06/2020,"5,290",330,2000000.0,366,"4,920","5,200","5,200","4,920",-90,-1.7,330,2000000.0,-,
26/06/2020,"5,330",600,3000000.0,372,"4,960","5,290","5,300","4,960",-40,-0.75,600,3000000.0,-,
25/06/2020,"5,000",130,1000000.0,375,"5,340","5,330","5,340","5,330",330,6.6,130,1000000.0,-,
24/06/2020,"5,000","1,880",10000000.0,352,"5,000","5,000","5,340","5,000",,,"1,880",10000000.0,-,
23/06/2020,"4,850",870,4000000.0,352,"4,530","5,000","5,000","4,530",150,3.09,870,4000000.0,-,
22/06/2020,"4,550",800,4000000.0,341,"4,730","4,850","4,850","4,730",300,6.59,800,4000000.0,-,
19/06/2020,"4,890","2,850",13000000.0,320,"4,560","4,550","4,900","4,550",-340,-6.95,"2,850",13000000.0,-,
18/06/2020,"4,710",220,1000000.0,344,"4,990","4,890","5,000","4,420",180,3.82,220,1000000.0,-,
17/06/2020,"5,000","1,410",7000000.0,331,"4,650","4,710","4,710","4,650",-290,-5.8,"1,410",7000000.0,-,
16/06/2020,"4,750",220,1000000.0,352,"4,420","5,000","5,000","4,420",250,5.26,220,1000000.0,-,
15/06/2020,"4,770",230,1000000.0,334,"4,750","4,750","4,750","4,750",-20,-0.42,230,1000000.0,-,
12/06/2020,"4,720",540,3000000.0,336,"4,720","4,770","4,770","4,720",50,1.06,540,3000000.0,-,
11/06/2020,"4,720","2,570",12000000.0,332,"4,720","4,720","4,720","4,720",,,"2,570",12000000.0,-,
10/06/2020,"4,480","7,010",31000000.0,332,"4,780","4,720","4,780","4,310",240,5.36,"7,010",31000000.0,-,
09/06/2020,"4,200","1,620",7000000.0,315,"4,280","4,480","4,480","4,280",280,6.67,"1,620",7000000.0,-,
